Common Name,Scientific Name,Status,State,Taxon Key
Blackburnian Warbler,Setophaga fusca,T,Kentucky,6093199
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky,2484879
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Great Egret,Ardea alba,T,Kentucky,9752617
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Long-eared Owl,Asio otus,E,Kentucky,2497306
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky,5220318
Gray Myotis,Myotis grisescens,T,Kentucky,
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Lake Sturgeon,Acipenser fulvescens,E,Kentucky,2402120
Mississippi Silverside,Menidia audens,T,Kentucky,2412298
Dollar Sunfish,Lepomis marginatus,E,Kentucky,2394497
Redspotted Sunfish,Lepomis miniatus,T,Kentucky,2394505
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Cypress Minnow,Hybognathus hayi,E,Kentucky,2364404
Taillight Shiner,Notropis maculatus,T,Kentucky,2362203
Golden Topminnow,Fundulus chrysotus,E,Kentucky,5203617
Starhead Topminnow,Fundulus dispar,E,Kentucky,5203653
Central Mudminnow,Umbra limi,T,Kentucky,5203110
Alligator Gar,Atractosteus spatula,E,Kentucky,2346754
Relict Darter,Etheostoma chienense,E,Kentucky,2382400
Swamp Darter,Etheostoma fusiforme,E,Kentucky,2382339
Cypress Darter,Etheostoma proeliare,T,Kentucky,2382292
Plains Leopard Frog,Lithobates blairi,E,Kentucky,2427062
Three-toed Amphiuma,Amphiuma tridactylum,E,Kentucky,2432081
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Northern Shoveler,Spatula clypeata,E,Kentucky,8332393
Blue-winged Teal,Spatula discors,T,Kentucky,9422220
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky,6065773
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
American Coot,Fulica americana,E,Kentucky,2474393
Common Gallinule,Gallinula galeata,T,Kentucky,5228200
King Rail,Rallus elegans,E,Kentucky,9480015
Vesper Sparrow,Pooecetes gramineus,E,Kentucky,2491728
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Great Egret,Ardea alba,T,Kentucky,9752617
Little Blue Heron,Egretta caerulea,E,Kentucky,2480894
Snowy Egret,Egretta thula,E,Kentucky,2480873
Least Bittern,Ixobrychus exilis,T,Kentucky,2480852
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Short-eared Owl,Asio flammeus,E,Kentucky,2497295
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky,5220318
Southern Painted Turtle,Chrysemys dorsalis,T,Kentucky,2443135
Warpaint Mudbug,Lacunicambarus erythrodactylus,T,Kentucky,10146931
Painted Devil Crayfish,Lacunicambarus ludovicianus,T,Kentucky,10047756
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Cotton Mouse,Peromyscus gossypinus,T,Kentucky,2437988
Mississippi Green Watersnake,Nerodia cyclopion,E,Kentucky,5223330
Broad-banded Watersnake,Nerodia fasciata confluens,E,Kentucky,5223350
Western Ribbonsnake,Thamnophis proximus proximus,E,Kentucky,7190664
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Great Egret,Ardea alba,T,Kentucky,9752617
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Clubshell,Pleurobema clava,E,Kentucky,2288099
Salamander Mussel,Simpsonaias ambigua,T,Kentucky,2288258
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Sheepnose,Plethobasus cyphyus,E,Kentucky,2287978
Clubshell,Pleurobema clava,E,Kentucky,2288099
Gray Myotis,Myotis grisescens,T,Kentucky,
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Coal Skink,Plestiodon anthracinus,E,Kentucky,4287450
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Brown Creeper,Certhia americana,T,Kentucky,9581157
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Long-eared Owl,Asio otus,E,Kentucky,2497306
Salamander Mussel,Simpsonaias ambigua,T,Kentucky,2288258
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Dollar Sunfish,Lepomis marginatus,E,Kentucky,2394497
Redspotted Sunfish,Lepomis miniatus,T,Kentucky,2394505
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Blacktail Redhorse,Moxostoma poecilurum,E,Kentucky,2358991
Bluntface Shiner,Cyprinella camura,E,Kentucky,5207662
Cypress Minnow,Hybognathus hayi,E,Kentucky,2364404
Taillight Shiner,Notropis maculatus,T,Kentucky,2362203
Central Mudminnow,Umbra limi,T,Kentucky,5203110
Relict Darter,Etheostoma chienense,E,Kentucky,2382400
Brighteye Darter,Etheostoma lynceum,E,Kentucky,2382322
Goldstripe Darter,Etheostoma parvipinne,E,Kentucky,2382350
Cypress Darter,Etheostoma proeliare,T,Kentucky,2382292
Firebelly Darter,Etheostoma pyrrhogaster,E,Kentucky,2382251
Gulf Darter,Etheostoma swaini,E,Kentucky,2382302
Least Madtom,Noturus hildebrandi,E,Kentucky,4286751
Brown Madtom,Noturus phaeus,E,Kentucky,2341028
Three-toed Amphiuma,Amphiuma tridactylum,E,Kentucky,2432081
Three-lined Salamander,Eurycea guttolineata,T,Kentucky,5218380
Blue-winged Teal,Spatula discors,T,Kentucky,9422220
Common Gallinule,Gallinula galeata,T,Kentucky,5228200
Bachman's Sparrow,Peucaea aestivalis,E,Kentucky,7341544
Great Egret,Ardea alba,T,Kentucky,9752617
Little Blue Heron,Egretta caerulea,E,Kentucky,2480894
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Vernal Crayfish,Procambarus viaeviridis,T,Kentucky,2227241
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Cotton Mouse,Peromyscus gossypinus,T,Kentucky,2437988
Southern Brook Lamprey,Ichthyomyzon gagei,E,Kentucky,2421246
Kirtland's Snake,Clonophis kirtlandii,T,Kentucky,2456368
Coal Skink,Plestiodon anthracinus,E,Kentucky,4287450
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Slender Madtom,Noturus exilis,E,Kentucky,2341039
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Short-eared Owl,Asio flammeus,E,Kentucky,2497295
Northern Riffleshell,Epioblasma rangiana,E,Kentucky,8007262
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky,9645390
Clubshell,Pleurobema clava,E,Kentucky,2288099
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Gray Myotis,Myotis grisescens,T,Kentucky,
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Western Sand Darter,Ammocrypta clara,E,Kentucky,2381980
Spotted Darter,Nothonotus maculatus,T,Kentucky,2382235
Longhead Darter,Percina macrocephala,E,Kentucky,2382086
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Northern Riffleshell,Epioblasma rangiana,E,Kentucky,8007262
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Round Hickorynut,Obovaria subrotunda,T,Kentucky,2288370
Clubshell,Pleurobema clava,E,Kentucky,2288099
Rough Pigtoe,Pleurobema plenum,E,Kentucky,2288073
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Purple Lilliput,Toxolasma lividum,E,Kentucky,2288024
Gray Myotis,Myotis grisescens,T,Kentucky,
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Mountain Brook Lamprey,Ichthyomyzon greeleyi,T,Kentucky,2421252
American Brook Lamprey,Lethenteron appendix,T,Kentucky,2421396
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Great Egret,Ardea alba,T,Kentucky,9752617
Snowy Egret,Egretta thula,E,Kentucky,2480873
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Creek Heelsplitter,Lasmigona compressa,E,Kentucky,2288264
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Ring Pink,Obovaria retusa,E,Kentucky,2288366
Round Hickorynut,Obovaria subrotunda,T,Kentucky,2288370
Sheepnose,Plethobasus cyphyus,E,Kentucky,2287978
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky,2288082
Gray Myotis,Myotis grisescens,T,Kentucky,
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky,2432455
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Northern Brook Lamprey,Ichthyomyzon fossor,T,Kentucky,2421249
American Brook Lamprey,Lethenteron appendix,T,Kentucky,2421396
Coal Skink,Plestiodon anthracinus,E,Kentucky,4287450
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky,6065773
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Dromedary Pearlymussel,Dromus dromas,E,Kentucky,5189349
Oyster Mussel,Epioblasma capsaeformis,E,Kentucky,2288229
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pink Mucket,Lampsilis abrupta,E,Kentucky,2288132
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Ring Pink,Obovaria retusa,E,Kentucky,2288366
Orangefoot Pimpleback,Plethobasus cooperianus,E,Kentucky,2287976
Sheepnose,Plethobasus cyphyus,E,Kentucky,2287978
Rough Pigtoe,Pleurobema plenum,E,Kentucky,2288073
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky,2288082
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Copperbelly Watersnake,Nerodia erythrogaster neglecta,T,Kentucky,5223362
Alligator Gar,Atractosteus spatula,E,Kentucky,2346754
Spotted Darter,Nothonotus maculatus,T,Kentucky,2382235
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Blue-winged Teal,Spatula discors,T,Kentucky,9422220
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
American Coot,Fulica americana,E,Kentucky,2474393
Vesper Sparrow,Pooecetes gramineus,E,Kentucky,2491728
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Great Egret,Ardea alba,T,Kentucky,9752617
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky,9645390
Ring Pink,Obovaria retusa,E,Kentucky,2288366
Round Hickorynut,Obovaria subrotunda,T,Kentucky,2288370
Clubshell,Pleurobema clava,E,Kentucky,2288099
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky,2288082
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Gray Myotis,Myotis grisescens,T,Kentucky,
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky,2432455
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Eastern Slender Glass Lizard,Ophisaurus attenuatus longicaudus,T,Kentucky,6160619
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky,2456522
Blackside Dace,Chrosomus cumberlandensis,T,Kentucky,2365380
Kentucky Arrow Darter,Etheostoma spilotum,T,Kentucky,7542142
Yellow-spotted Woodland Salamander,Plethodon pauleyi,E,Kentucky,10408173
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Common Raven,Corvus corax,T,Kentucky,2482492
Blackburnian Warbler,Setophaga fusca,T,Kentucky,6093199
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky,2484879
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Longclaw Crayfish,Cambarus buntingi,T,Kentucky,2227403
Gray Myotis,Myotis grisescens,T,Kentucky,
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky,2432455
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Long-tailed Shrew,Sorex dispar blitchi,E,Kentucky,6163390
Eastern Pinesnake,Pituophis melanoleucus,E,Kentucky,9187223
Coal Skink,Plestiodon anthracinus,E,Kentucky,4287450
Spotted Darter,Nothonotus maculatus,T,Kentucky,2382235
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
American Coot,Fulica americana,E,Kentucky,2474393
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Vesper Sparrow,Pooecetes gramineus,E,Kentucky,2491728
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Clubshell,Pleurobema clava,E,Kentucky,2288099
Salamander Mussel,Simpsonaias ambigua,T,Kentucky,2288258
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Pallid Shiner,Hybopsis amnis,E,Kentucky,2366623
Western Sand Darter,Ammocrypta clara,E,Kentucky,2381980
Spotted Darter,Nothonotus maculatus,T,Kentucky,2382235
Longhead Darter,Percina macrocephala,E,Kentucky,2382086
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Common Gallinule,Gallinula galeata,T,Kentucky,5228200
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Vesper Sparrow,Pooecetes gramineus,E,Kentucky,2491728
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Great Egret,Ardea alba,T,Kentucky,9752617
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Spectaclecase,Cumberlandia monodonta,E,Kentucky,2287869
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Fanshell,Cyprogenia stegaria,E,Kentucky,5189381
Catspaw,Epioblasma obliquata,E,Kentucky,2288233
Northern Riffleshell,Epioblasma rangiana,E,Kentucky,8007262
Snuffbox,Epioblasma triquetra,E,Kentucky,2288218
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pink Mucket,Lampsilis abrupta,E,Kentucky,2288132
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky,9645390
Mountain Creekshell,Leaunio vanuxemensis,E,Kentucky,9694733
Ring Pink,Obovaria retusa,E,Kentucky,2288366
Round Hickorynut,Obovaria subrotunda,T,Kentucky,2288370
Sheepnose,Plethobasus cyphyus,E,Kentucky,2287978
Clubshell,Pleurobema clava,E,Kentucky,2288099
Rough Pigtoe,Pleurobema plenum,E,Kentucky,2288073
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky,2288082
Fluted Kidneyshell,Ptychobranchus subtentus,E,Kentucky,7432362
Salamander Mussel,Simpsonaias ambigua,T,Kentucky,2288258
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Gray Myotis,Myotis grisescens,T,Kentucky,
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky,2432455
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
American Brook Lamprey,Lethenteron appendix,T,Kentucky,2421396
Eastern Slender Glass Lizard,Ophisaurus attenuatus longicaudus,T,Kentucky,6160619
Eastern Pinesnake,Pituophis melanoleucus,E,Kentucky,9187223
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky,2456522
Mississippi Silverside,Menidia audens,T,Kentucky,2412298
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Northern Shoveler,Spatula clypeata,E,Kentucky,8332393
Blue-winged Teal,Spatula discors,T,Kentucky,9422220
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky,6065773
Spotted Sandpiper,Actitis macularius,E,Kentucky,2481798
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
American Coot,Fulica americana,E,Kentucky,2474393
Common Gallinule,Gallinula galeata,T,Kentucky,5228200
King Rail,Rallus elegans,E,Kentucky,9480015
Brown Creeper,Certhia americana,T,Kentucky,9581157
Blackburnian Warbler,Setophaga fusca,T,Kentucky,6093199
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Vesper Sparrow,Pooecetes gramineus,E,Kentucky,2491728
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky,2484879
Least Flycatcher,Empidonax minimus,E,Kentucky,2482791
Great Egret,Ardea alba,T,Kentucky,9752617
Little Blue Heron,Egretta caerulea,E,Kentucky,2480894
Snowy Egret,Egretta thula,E,Kentucky,2480873
Least Bittern,Ixobrychus exilis,T,Kentucky,2480852
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Short-eared Owl,Asio flammeus,E,Kentucky,2497295
Longsolid,Fusconaia subrotunda,T,Kentucky,2288194
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Round Hickorynut,Obovaria subrotunda,T,Kentucky,2288370
Sheepnose,Plethobasus cyphyus,E,Kentucky,2287978
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky,2288082
Fat Pocketbook,Potamilus capax,T,Kentucky,2287988
Rabbitsfoot,Theliderma cylindrica,E,Kentucky,7342653
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Copperbelly Watersnake,Nerodia erythrogaster neglecta,T,Kentucky,5223362
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Bachman's Sparrow,Peucaea aestivalis,E,Kentucky,7341544
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky,2480863
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Pallid Sturgeon,Scaphirhynchus albus,E,Kentucky,2402088
Mississippi Silverside,Menidia audens,T,Kentucky,2412298
Dollar Sunfish,Lepomis marginatus,E,Kentucky,2394497
Redspotted Sunfish,Lepomis miniatus,T,Kentucky,2394505
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Bluntface Shiner,Cyprinella camura,E,Kentucky,5207662
Cypress Minnow,Hybognathus hayi,E,Kentucky,2364404
Sturgeon Chub,Macrhybopsis gelida,E,Kentucky,2362060
Sicklefin Chub,Macrhybopsis meeki,E,Kentucky,2362056
Taillight Shiner,Notropis maculatus,T,Kentucky,2362203
Starhead Topminnow,Fundulus dispar,E,Kentucky,5203653
Central Mudminnow,Umbra limi,T,Kentucky,5203110
Relict Darter,Etheostoma chienense,E,Kentucky,2382400
Cypress Darter,Etheostoma proeliare,T,Kentucky,2382292
Three-toed Amphiuma,Amphiuma tridactylum,E,Kentucky,2432081
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky,6065773
Peregrine Falcon,Falco peregrinus,E,Kentucky,2481047
Brown Creeper,Certhia americana,T,Kentucky,9581157
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky,2484879
Great Egret,Ardea alba,T,Kentucky,9752617
Little Blue Heron,Egretta caerulea,E,Kentucky,2480894
Snowy Egret,Egretta thula,E,Kentucky,2480873
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Pink Mucket,Lampsilis abrupta,E,Kentucky,2288132
Little Spectaclecase,Leaunio lienosus,T,Kentucky,9765176
Bleufer,Potamilus purpuratus,E,Kentucky,2287990
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky,5220318
Southern Painted Turtle,Chrysemys dorsalis,T,Kentucky,2443135
Shrimp Crayfish,Faxonius lancifer,E,Kentucky,9059974
Gray-speckled Crayfish,Faxonius palmeri palmeri,E,Kentucky,9045670
Painted Devil Crayfish,Lacunicambarus ludovicianus,T,Kentucky,10047756
Vernal Crayfish,Procambarus viaeviridis,T,Kentucky,2227241
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Indiana Bat,Myotis sodalis,E,Kentucky,2432418
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Cotton Mouse,Peromyscus gossypinus,T,Kentucky,2437988
Mississippi Green Watersnake,Nerodia cyclopion,E,Kentucky,5223330
Redspotted Sunfish,Lepomis miniatus,T,Kentucky,2394505
Lake Chubsucker,Erimyzon sucetta,T,Kentucky,2358939
Cypress Minnow,Hybognathus hayi,E,Kentucky,2364404
Northern Harrier,Circus hudsonius,T,Kentucky,5229175
Hooded Merganser,Lophodytes cucullatus,T,Kentucky,2498408
Blue-winged Teal,Spatula discors,T,Kentucky,9422220
American Coot,Fulica americana,E,Kentucky,2474393
Common Gallinule,Gallinula galeata,T,Kentucky,5228200
Brown Creeper,Certhia americana,T,Kentucky,9581157
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky,2484879
Great Egret,Ardea alba,T,Kentucky,9752617
Snowy Egret,Egretta thula,E,Kentucky,2480873
Least Bittern,Ixobrychus exilis,T,Kentucky,2480852
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky,2480953
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Short-eared Owl,Asio flammeus,E,Kentucky,2497295
Kentucky Crayfish,Faxonius kentuckiensis,T,Kentucky,8819880
Gray Myotis,Myotis grisescens,T,Kentucky,
Little Brown Bat,Myotis lucifugus,T,Kentucky,2432406
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky,2432436
Tricolored Bat,Perimyotis subflavus,T,Kentucky,7665644
Copperbelly Watersnake,Nerodia erythrogaster neglecta,T,Kentucky,5223362
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky,2456522
Kentucky Arrow Darter,Etheostoma spilotum,T,Kentucky,7542142
Olive Darter,Percina squamata,E,Kentucky,2382079
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky,5230811
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky,2482077
Elktoe,Alasmidonta marginata,T,Kentucky,2287889
Cumberland Papershell,Anodontoides denigratus,E,Kentucky,7811712
Cumberlandian Combshell,Epioblasma brevidens,E,Kentucky,2288227
Pocketbook,Lampsilis ovata,E,Kentucky,2288173
Mountain Creekshell,Leaunio vanuxemensis,E,Kentucky,9694733
Cumberland Moccasinshell,Medionidus conradicus,E,Kentucky,2287910
