Common Name,Scientific Name,Status,State,Taxon Key
Hellbender,Cryptobranchus alleganiensis,Endangered,Illinois,2432031
Bird-voiced Treefrog,Hyla avivoca,Threatened,Illinois,10771002
Eastern Narrowmouth Toad,Gastrophryne carolinensis,Threatened,Illinois,2421766
Least Bittern,Ixobrychus exilis,Threatened,Illinois,2480852
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois,2480953
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Common Gallinule,Gallinula galeata,Endangered,Illinois,5228200
Least Tern,Sternula antillarum,Endangered,Illinois,5789285
Short-eared Owl,Asio flammeus,Endangered,Illinois,2497295
Chuck-will's-widow,Antrostomus carolinensis,Threatened,Illinois,6101173
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Cerulean Warbler,Setophaga cerulea,Threatened,Illinois,6093350
Bigeye Chub,Hybopsis amblops,Threatened,Illinois,2366620
Taillight Shiner,Notropis maculatus,Endangered,Illinois,2362203
Northern Madtom,Noturus stigmosus,Endangered,Illinois,2341037
Banded Pygmy Sunfish,Elassoma zonatum,Threatened,Illinois,2380530
Redspotted Sunfish,Lepomis miniatus,Threatened,Illinois,2394505
Southeastern Myotis,Myotis austroriparius,Endangered,Illinois,2432451
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Alligator Snapping Turtle,Macrochelys temminckii,Endangered,Illinois,5220318
River Cooter,Pseudemys concinna,Endangered,Illinois,8898408
Eastern Ribbon Snake,Thamnophis saurita,Threatened,Illinois,2457577
Bigclaw Crayfish,Faxonius placidus,Endangered,Illinois,9051396
Spectaclecase,Margaritifera monodonta,Endangered,Illinois,2287869
Purple Wartyback,Cyclonaias tuberculata,Threatened,Illinois,2287949
Butterfly,Ellipsaria lineolata,Threatened,Illinois,2288379
Elephant-ear,Elliptio crassidens,Endangered,Illinois,2288338
Spike,Eurynia dilatata,Endangered,Illinois,7637385
Ebonyshell,Reginaia ebenus,Endangered,Illinois,7436337
Pink Mucket,Lampsilis abrupta,Endangered,Illinois,2288132
Orangefoot Pimpleback,Plethobasus cooperianus,Endangered,Illinois,2287976
Sheepnose,Plethobasus cyphyus,Endangered,Illinois,2287978
Ohio Pigtoe,Pleurobema cordatum,Endangered,Illinois,2288062
Fat Pocketbook,Potamilus capax,Endangered,Illinois,2287988
Rabbitsfoot,Theliderma cylindrica,Endangered,Illinois,7342653
Lea's Bog Lichen,Phaeophyscia leana,Threatened,Illinois,3428423
Bloodleaf,Iresine rhizomatosa,Endangered,Illinois,3085031
Eryngo,Eryngium prostratum,Endangered,Illinois,3034419
Climbing Milkweed,Matelea decipiens,Endangered,Illinois,8687899
Narrow-leaved Sunflower,Helianthus angustifolius,Endangered,Illinois,3119144
White Melanthera,Melanthera nivea,Endangered,Illinois,3092271
American Strawberry Bush,Euonymus americanus,Threatened,Illinois,3169130
Squirting Cucumber,Melothria pendula,Threatened,Illinois,2874550
Smooth False Indigo,Amorpha nitens,Endangered,Illinois,5357379
Boykin's Dioclea,Lackeya multiflora,Endangered,Illinois,2956520
Willow Oak,Quercus phellos,Threatened,Illinois,2880652
Water Hickory,Carya aquatica,Endangered,Illinois,8246850
Dull Meadow Beauty,Rhexia mariana,Endangered,Illinois,6370240
Black Cohosh,Actaea rubifolia,Endangered,Illinois,
Narrow-leaved Crabapple,Malus angustifolia,Endangered,Illinois,3001548
Silverbell Tree,Halesia carolina,Endangered,Illinois,5371655
Storax,Styrax americanus,Threatened,Illinois,5371669
White Basswood,Tilia americana var. heterophylla,Endangered,Illinois,6415053
Water Elm,Planera aquatica,Threatened,Illinois,5361858
Greenish-white Oval Sedge,Carex albolutescens,Endangered,Illinois,2723628
Large Sedge,Carex gigantea,Endangered,Illinois,2728850
Swollen Sedge,Carex intumescens,Threatened,Illinois,2727755
Sedge,Carex reniformis,Endangered,Illinois,2726095
Galingale,Cyperus lancastriensis,Threatened,Illinois,2714637
Leafy Bulrush,Scirpus polyphyllus,Endangered,Illinois,2720215
Carolina Whipgrass,Scleria pauciflora,Endangered,Illinois,2712557
Fairy Wand,Chamaelirium luteum,Endangered,Illinois,2741647
Tubercled Orchid,Platanthera flava,Threatened,Illinois,2798014
Spring Ladies' Tresses,Spiranthes vernalis,Endangered,Illinois,2805347
Two-flowered Melic Grass,Melica mutica,Endangered,Illinois,2703127
Baby blue-eyes,Nemophila aphylla,Endangered,Illinois,2928029
King Rail,Rallus elegans,Endangered,Illinois,9480015
Monkeyface,Quadrula metanevra,Threatened,Illinois,7834176
Small Flower-of-an-hour,Phemeranthus parviflorus,Threatened,Illinois,4022519
Hellbender,Cryptobranchus alleganiensis,Endangered,Illinois,2432031
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Bigeye Chub,Hybopsis amblops,Threatened,Illinois,2366620
Northern Madtom,Noturus stigmosus,Endangered,Illinois,2341037
Alligator Snapping Turtle,Macrochelys temminckii,Endangered,Illinois,5220318
River Cooter,Pseudemys concinna,Endangered,Illinois,8898408
Bigclaw Crayfish,Faxonius placidus,Endangered,Illinois,9051396
Spectaclecase,Margaritifera monodonta,Endangered,Illinois,2287869
Purple Wartyback,Cyclonaias tuberculata,Threatened,Illinois,2287949
Butterfly,Ellipsaria lineolata,Threatened,Illinois,2288379
Elephant-ear,Elliptio crassidens,Endangered,Illinois,2288338
Spike,Eurynia dilatata,Endangered,Illinois,7637385
Ebonyshell,Reginaia ebenus,Endangered,Illinois,7436337
Pink Mucket,Lampsilis abrupta,Endangered,Illinois,2288132
Orangefoot Pimpleback,Plethobasus cooperianus,Endangered,Illinois,2287976
Sheepnose,Plethobasus cyphyus,Endangered,Illinois,2287978
Ohio Pigtoe,Pleurobema cordatum,Endangered,Illinois,2288062
Fat Pocketbook,Potamilus capax,Endangered,Illinois,2287988
Rabbitsfoot,Theliderma cylindrica,Endangered,Illinois,7342653
Lea's Bog Lichen,Phaeophyscia leana,Threatened,Illinois,3428423
Monkeyface,Quadrula metanevra,Threatened,Illinois,7834176
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois,2481705
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Indiana Bat,Myotis sodalis,Endangered,Illinois,2432418
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Lined Snake,Tropidoclonion lineatum,Threatened,Illinois,2454441
Isopod,Caecidotea lesliei,Endangered,Illinois,2205850
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois,1905162
Queen-of-the-prairie,Filipendula rubra,Threatened,Illinois,2988113
Jack Pine,Pinus banksiana,Endangered,Illinois,5285533
Prairie Spiderwort,Tradescantia bracteata,Endangered,Illinois,2765168
Virginia Bunchflower,Melanthium virginicum,Endangered,Illinois,5295857
American Bittern,Botaurus lentiginosus,Endangered,Illinois,2480911
Least Bittern,Ixobrychus exilis,Threatened,Illinois,2480852
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois,2480863
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Swainson's Hawk,Buteo swainsoni,Endangered,Illinois,2480562
Common Gallinule,Gallinula galeata,Endangered,Illinois,5228200
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois,2481705
Forster's Tern,Sterna forsteri,Endangered,Illinois,5229247
Black Tern,Chlidonias niger,Endangered,Illinois,2481119
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois,2496286
Short-eared Owl,Asio flammeus,Endangered,Illinois,2497295
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Endangered,Illinois,2484195
American Brook Lamprey,Lethenteron appendix,Threatened,Illinois,2421396
Mottled Sculpin,Cottus bairdii,Threatened,Illinois,2334131
Brassy Minnow,Hybognathus hankinsoni,Endangered,Illinois,2364394
Pugnose Shiner,Notropis anogenus,Endangered,Illinois,2362240
Blackchin Shiner,Miniellus heterodon,Threatened,Illinois,
Blacknose Shiner,Notropis heterolepis,Endangered,Illinois,2362139
River Redhorse,Moxostoma carinatum,Threatened,Illinois,2358998
Starhead Topminnow,Fundulus dispar,Threatened,Illinois,5203653
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois,5220530
Red-tailed Prairie Leafhopper,Aflexia rubranura,Threatened,Illinois,2034384
Purplish Copper,Tharsalea helloides,Threatened,Illinois,12229400
Aphrodite Fritillary,Argynnis aphrodite,Threatened,Illinois,1905301
Elfin Skimmer,Nannothemis bella,Endangered,Illinois,1428462
Spike,Eurynia dilatata,Endangered,Illinois,7637385
Wooly Milkweed,Asclepias lanuginosa,Endangered,Illinois,3170327
Forked Aster,Eurybia furcata,Threatened,Illinois,5396123
Tall Sunflower,Helianthus giganteus,Endangered,Illinois,3119240
Speckled Alder,Alnus incana ssp. rugosa,Endangered,Illinois,2876469
Pinweed,Lechea intermedia,Endangered,Illinois,5331117
Kalm's St. John's Wort,Hypericum kalmianum,Endangered,Illinois,3189461
Bunchberry,Cornus canadensis,Endangered,Illinois,3082270
Round-leaved Sundew,Drosera rotundifolia,Endangered,Illinois,3191030
Leatherleaf,Chamaedaphne calyculata,Threatened,Illinois,5333436
Highbush Blueberry,Vaccinium corymbosum,Endangered,Illinois,2882849
Large Cranberry,Vaccinium macrocarpon,Endangered,Illinois,2882841
Pale Vetchling,Lathyrus ochroleucus,Threatened,Illinois,5356371
Prairie Bush Clover,Lespedeza leptostachya,Endangered,Illinois,2955734
Wood Vetch,Vicia caroliniana,Endangered,Illinois,2975000
Butternut,Juglans cinerea,Endangered,Illinois,3054352
Horned Bladderwort,Utricularia cornuta,Endangered,Illinois,3172437
Flat-leaved Bladderwort,Utricularia intermedia,Threatened,Illinois,3172413
Small Bladderwort,Utricularia minor,Endangered,Illinois,3172414
Buckbean,Menyanthes trifoliata,Threatened,Illinois,5341511
Downy Willow Herb,Epilobium strictum,Endangered,Illinois,3189105
False Bugbane,Actaea racemosa,Endangered,Illinois,7703757
Black Cohosh,Actaea rubifolia,Endangered,Illinois,
Prairie Buttercup,Ranunculus rhomboideus,Endangered,Illinois,3033365
Queen-of-the-prairie,Filipendula rubra,Threatened,Illinois,2988113
Balsam Poplar,Populus balsamifera,Endangered,Illinois,3040184
Autumn Willow,Salix serissima,Endangered,Illinois,5372979
Downy Yellow Painted Cup,Castilleja sessiliflora,Endangered,Illinois,3170616
Large-flowered Beard Tongue,Penstemon grandiflorus,Endangered,Illinois,3171531
Marsh Valerian,Valeriana uliginosa,Endangered,Illinois,2888757
Tamarack,Larix laricina,Endangered,Illinois,2686231
Golden Sedge,Carex aurea,Threatened,Illinois,2729306
Hoary Sedge,Carex canescens,Endangered,Illinois,2722942
Shortleaf Sedge,Carex disperma,Endangered,Illinois,2723500
Few-seeded Sedge,Carex oligosperma,Endangered,Illinois,2725983
Little Green Sedge,Carex viridula,Threatened,Illinois,7646626
Few-flowered Spikerush,Eleocharis quinqueflora,Endangered,Illinois,2717493
Beaked Spike Rush,Eleocharis rostellata,Threatened,Illinois,2717550
Slender Cotton Sedge,Eriophorum gracile,Endangered,Illinois,2730137
Rusty Cotton Grass,Eriophorum virginicum,Endangered,Illinois,2730250
Beaked Rush,Rhynchospora alba,Endangered,Illinois,2721119
Tufted Bulrush,Trichophorum cespitosum,Endangered,Illinois,2710592
Common Bog Arrow Grass,Triglochin maritima,Threatened,Illinois,2865368
Slender Bog Arrow Grass,Triglochin palustris,Threatened,Illinois,2865280
False Asphodel,Triantha glutinosa,Threatened,Illinois,9206474
Nodding Trillium,Trillium cernuum,Endangered,Illinois,2742194
Ill-scented Trillium,Trillium erectum,Endangered,Illinois,2742342
Grass Pink Orchid,Calopogon tuberosus,Endangered,Illinois,2842641
Spotted Coral-root Orchid,Corallorhiza maculata,Endangered,Illinois,2797273
Moccasin Flower,Cypripedium acaule,Endangered,Illinois,2820380
Small Yellow Lady's Slipper,Cypripedium parviflorum,Endangered,Illinois,2820475
Showy Lady's Slipper,Cypripedium reginae,Endangered,Illinois,2820340
Eastern Prairie Fringed Orchid,Platanthera leucophaea,Endangered,Illinois,2798308
Snake-mouth,Pogonia ophioglossoides,Endangered,Illinois,8036652
Grass-leaved Pondweed,Potamogeton gramineus,Threatened,Illinois,5301183
White-stemmed Pondweed,Potamogeton praelongus,Endangered,Illinois,5301213
Fern Pondweed,Potamogeton robbinsii,Endangered,Illinois,5301182
Green-fruited Bur-reed,Sparganium emersum,Endangered,Illinois,2702266
Meadow Horsetail,Equisetum pratense,Threatened,Illinois,2687942
Rusty Patched Bumble Bee,Bombus affinis,Endangered,Illinois,1340481
Richardson's Rush,Juncus alpinoarticulatus,Threatened,Illinois,2701930
Western Banded Killifish,Fundulus diaphanus menona,Threatened,Illinois,5712054
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Star-flower,Trientalis borealis,Endangered,Illinois,7983163
Three-seeded Sedge,Carex trisperma,Endangered,Illinois,2725572
Mining Bee,Protandrena bancrofti,Threatened,Illinois,1355477
Alumroot Cellophane Bee,Colletes aestivalis,Endangered,Illinois,1348728
Cuckoo Flower,Cardamine pratensis var. palustris,Endangered,Illinois,3045762
Pitcher Plant,Sarracenia purpurea,Endangered,Illinois,5421389
Shadbush,Amelanchier sanguinea,Endangered,Illinois,3023840
King Rail,Rallus elegans,Endangered,Illinois,9480015
Rainbow,Cambarunio iris,Endangered,Illinois,9749798
Sedge,Carex cryptolepis,Threatened,Illinois,2723912
Least Bittern,Ixobrychus exilis,Threatened,Illinois,2480852
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois,2481705
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois,2496286
Short-eared Owl,Asio flammeus,Endangered,Illinois,2497295
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois,2402120
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Franklin's Ground Squirrel,Poliocitellus franklinii,Threatened,Illinois,7946545
Kirtland's Snake,Clonophis kirtlandii,Threatened,Illinois,2456368
Royal Catchfly,Silene regia,Endangered,Illinois,5384746
Butternut,Juglans cinerea,Endangered,Illinois,3054352
Wild Blue Sage,Salvia azurea var. grandiflora,Threatened,Illinois,8283204
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Mudpuppy,Necturus maculosus,Threatened,Illinois,2432048
Monkeyface,Quadrula metanevra,Threatened,Illinois,7834176
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois,2428134
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois,2402120
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Smooth Softshell,Apalone mutica,Threatened,Illinois,2442712
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois,1905162
Decurrent False Aster,Boltonia decurrens,Threatened,Illinois,5393595
Broomrape,Orobanche ludoviciana,Threatened,Illinois,3738693
Pale False Foxglove,Agalinis skinneriana,Threatened,Illinois,3171219
Prairie Spiderwort,Tradescantia bracteata,Endangered,Illinois,2765168
Umbrella Sedge,Cyperus grayoides,Threatened,Illinois,
Chuck-will's-widow,Antrostomus carolinensis,Threatened,Illinois,6101173
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois,2402120
Pallid Shiner,Hybopsis amnis,Endangered,Illinois,2366623
Brassy Minnow,Hybognathus hankinsoni,Endangered,Illinois,2364394
Bigeye Shiner,Miniellus boops,Endangered,Illinois,
Western Sand Darter,Ammocrypta clara,Endangered,Illinois,2381980
Indiana Bat,Myotis sodalis,Endangered,Illinois,2432418
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Spectaclecase,Margaritifera monodonta,Endangered,Illinois,2287869
Butterfly,Ellipsaria lineolata,Threatened,Illinois,2288379
Ebonyshell,Reginaia ebenus,Endangered,Illinois,7436337
Higgins Eye,Lampsilis higginsii,Endangered,Illinois,2288133
Sheepnose,Plethobasus cyphyus,Endangered,Illinois,2287978
Hill Prairie Larkspur,Delphinium carolinianum,Endangered,Illinois,3033700
Monkeyface,Quadrula metanevra,Threatened,Illinois,7834176
Crystal Darter,Crystallaria asprella,Endangered,Illinois,2382195
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois,2428134
Eastern Narrowmouth Toad,Gastrophryne carolinensis,Threatened,Illinois,2421766
American Bittern,Botaurus lentiginosus,Endangered,Illinois,2480911
Least Bittern,Ixobrychus exilis,Threatened,Illinois,2480852
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois,2480863
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois,2480953
Common Gallinule,Gallinula galeata,Endangered,Illinois,5228200
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois,2496286
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Cerulean Warbler,Setophaga cerulea,Threatened,Illinois,6093350
Bigeye Shiner,Miniellus boops,Endangered,Illinois,
Gravel Chub,Erimystax x-punctatus,Threatened,Illinois,2362094
Crystal Darter,Crystallaria asprella,Endangered,Illinois,2382195
Gray Bat,Myotis grisescens,Endangered,Illinois,
Indiana Bat,Myotis sodalis,Endangered,Illinois,2432418
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Great Plains Ratsnake,Pantherophis emoryi,Endangered,Illinois,2455644
Flat-headed Snake,Tantilla gracilis,Threatened,Illinois,2456417
Timber Rattlesnake,Crotalus horridus,Threatened,Illinois,2444468
Illinois Cave Amphipod,Gammarus acherondytes,Endangered,Illinois,2219854
Hydrobiid cave snail,Fontigens antroecetes,Endangered,Illinois,2300153
Climbing Milkweed,Matelea decipiens,Endangered,Illinois,8687899
Missouri Orange Coneflower,Rudbeckia missouriensis,Threatened,Illinois,3114245
Slender Heliotrope,Heliotropium tenellum,Endangered,Illinois,9107165
Whitlow Grass,Draba cuneifolia,Endangered,Illinois,10732597
Squirting Cucumber,Melothria pendula,Threatened,Illinois,2874550
Spurge,Euphorbia spathulata,Endangered,Illinois,3066758
Wild Blue Sage,Salvia azurea var. grandiflora,Threatened,Illinois,8283204
Stickleaf,Mentzelia oligosperma,Endangered,Illinois,5331429
Fameflower,Phemeranthus calycinus,Endangered,Illinois,4022595
Dwarf Bedstraw,Galium virgatum,Endangered,Illinois,2914123
Tube Beard Tongue,Penstemon tubaeflorus,Endangered,Illinois,7332148
Wooly Buckthorn,Sideroxylon lanuginosum,Endangered,Illinois,2887069
Shortleaf Pine,Pinus echinata,Endangered,Illinois,5285324
Black-edged Sedge,Carex nigromarginata,Endangered,Illinois,2727797
Umbrella Sedge,Cyperus grayoides,Threatened,Illinois,
Small Yellow Lady's Slipper,Cypripedium parviflorum,Endangered,Illinois,2820475
Crested Coralroot Orchid,Hexalectris spicata,Endangered,Illinois,12250925
Spring Ladies' Tresses,Spiranthes vernalis,Endangered,Illinois,2805347
Madonna Cave Springtail,Pygmarrhopalites madonnensis,Endangered,Illinois,10707417
Common Striped Scorpion,Centruroides vittatus,Endangered,Illinois,7455866
Fitch�s Elephanthopper,Fitchiella robertsonii,Threatened,Illinois,8075330
Norton's Nomia,Nomia nortoni,Threatened,Illinois,5042306
Blue Hearts,Buchnera americana,Threatened,Illinois,5415032
Planthopper,Poblicia fuliginosa,Threatened,Illinois,7682759
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Kirtland's Snake,Clonophis kirtlandii,Threatened,Illinois,2456368
Swamp Metalmark,Calephelis muticum,Endangered,Illinois,1935899
Royal Catchfly,Silene regia,Endangered,Illinois,5384746
Buffalo Clover,Trifolium reflexum,Threatened,Illinois,5359007
Prairie Rose Gentian,Sabatia campestris,Endangered,Illinois,5414501
Butternut,Juglans cinerea,Endangered,Illinois,3054352
White Bergamot,Monarda clinopodia,Threatened,Illinois,5341398
Violet Collinsia,Collinsia violacea,Endangered,Illinois,5414957
Eastern Blue-eyed Grass,Sisyrinchium atlanticum,Endangered,Illinois,5296111
Virginia Bunchflower,Melanthium virginicum,Endangered,Illinois,5295857
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois,2428134
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois,2481705
Short-eared Owl,Asio flammeus,Endangered,Illinois,2497295
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Starhead Topminnow,Fundulus dispar,Threatened,Illinois,5203653
Indiana Bat,Myotis sodalis,Endangered,Illinois,2432418
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Plains Hog-nosed Snake,Heterodon nasicus,Threatened,Illinois,5223725
Lined Snake,Tropidoclonion lineatum,Threatened,Illinois,2454441
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois,1905162
Ebonyshell,Reginaia ebenus,Endangered,Illinois,7436337
Decurrent False Aster,Boltonia decurrens,Threatened,Illinois,5393595
Bent Milk Vetch,Astragalus distortus,Endangered,Illinois,5344510
Pink Milkwort,Polygala incarnata,Endangered,Illinois,3191432
Pale False Foxglove,Agalinis skinneriana,Threatened,Illinois,3171219
Hall's Bulrush,Schoenoplectiella hallii,Threatened,Illinois,2710705
Virginia Bunchflower,Melanthium virginicum,Endangered,Illinois,5295857
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Leafhopper,Flexamia albida,Threatened,Illinois,2047368
Blue Hearts,Buchnera americana,Threatened,Illinois,5415032
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Bigeye Shiner,Miniellus boops,Endangered,Illinois,
Spike,Eurynia dilatata,Endangered,Illinois,7637385
Hill Prairie Larkspur,Delphinium carolinianum,Endangered,Illinois,3033700
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois,2402120
Spectaclecase,Margaritifera monodonta,Endangered,Illinois,2287869
Butterfly,Ellipsaria lineolata,Threatened,Illinois,2288379
Higgins Eye,Lampsilis higginsii,Endangered,Illinois,2288133
Monkeyface,Quadrula metanevra,Threatened,Illinois,7834176
Northern Brook Lamprey,Ichthyomyzon fossor,Endangered,Illinois,2421249
Ironcolor Shiner,Alburnops chalybaeus,Threatened,Illinois,
Weed Shiner,Alburnops texanus,Endangered,Illinois,
River Redhorse,Moxostoma carinatum,Threatened,Illinois,2358998
Starhead Topminnow,Fundulus dispar,Threatened,Illinois,5203653
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois,5220530
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Swamp Metalmark,Calephelis muticum,Endangered,Illinois,1935899
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Norton's Nomia,Nomia nortoni,Threatened,Illinois,5042306
Interrupted Epeolus,Epeolus interruptus,Endangered,Illinois,1341873
Four-toed Salamander,Hemidactylium scutatum,Threatened,Illinois,2431666
Common Gallinule,Gallinula galeata,Endangered,Illinois,5228200
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois,2481705
Short-eared Owl,Asio flammeus,Endangered,Illinois,2497295
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Cerulean Warbler,Setophaga cerulea,Threatened,Illinois,6093350
American Brook Lamprey,Lethenteron appendix,Threatened,Illinois,2421396
Brassy Minnow,Hybognathus hankinsoni,Endangered,Illinois,2364394
River Chub,Nocomis micropogon,Endangered,Illinois,2365441
Blacknose Shiner,Notropis heterolepis,Endangered,Illinois,2362139
Ozark Minnow,Miniellus nubilus,Threatened,Illinois,
Gravel Chub,Erimystax x-punctatus,Threatened,Illinois,2362094
Indiana Bat,Myotis sodalis,Endangered,Illinois,2432418
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois,2432436
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois,5220530
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois,2443168
Plains Hog-nosed Snake,Heterodon nasicus,Threatened,Illinois,5223725
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois,1905162
Purple Wartyback,Cyclonaias tuberculata,Threatened,Illinois,2287949
Spike,Eurynia dilatata,Endangered,Illinois,7637385
Wooly Milkweed,Asclepias lanuginosa,Endangered,Illinois,3170327
Forked Aster,Eurybia furcata,Threatened,Illinois,5396123
Tall Sunflower,Helianthus giganteus,Endangered,Illinois,3119240
Prairie Dandelion,Nothocalais cuspidata,Endangered,Illinois,5399495
Yellow Birch,Betula alleghaniensis,Endangered,Illinois,5331779
Royal Catchfly,Silene regia,Endangered,Illinois,5384746
Bunchberry,Cornus canadensis,Endangered,Illinois,3082270
Bearberry,Arctostaphylos uva-ursi,Endangered,Illinois,2882580
Pale Vetchling,Lathyrus ochroleucus,Threatened,Illinois,5356371
Prairie Bush Clover,Lespedeza leptostachya,Endangered,Illinois,2955734
Pink Corydalis,Capnoides sempervirens,Endangered,Illinois,2888522
Butternut,Juglans cinerea,Endangered,Illinois,3054352
False Bugbane,Actaea racemosa,Endangered,Illinois,7703757
Redroot,Ceanothus herbaceus,Endangered,Illinois,3039322
Queen-of-the-prairie,Filipendula rubra,Threatened,Illinois,2988113
American Mountain Ash,Sorbus americana,Endangered,Illinois,7779378
Sullivantia,Sullivantia sullivantii,Threatened,Illinois,3032913
Kittentails,Synthyris bullii,Threatened,Illinois,3172149
Downy Yellow Painted Cup,Castilleja sessiliflora,Endangered,Illinois,3170616
Large-flowered Beard Tongue,Penstemon grandiflorus,Endangered,Illinois,3171531
American Brooklime,Veronica americana,Endangered,Illinois,3172084
Sedge,Carex echinata,Endangered,Illinois,2726894
Hairy Woodrush,Luzula acuminata,Endangered,Illinois,2700818
Moccasin Flower,Cypripedium acaule,Endangered,Illinois,2820380
Northern Panic Grass,Dichanthelium boreale,Endangered,Illinois,2702568
Oak Fern,Gymnocarpium dryopteris,Endangered,Illinois,2650832
Rusty Woodsia,Woodsia ilvensis,Endangered,Illinois,5275075
Meadow Horsetail,Equisetum pratense,Threatened,Illinois,2687942
Woodland Horsetail,Equisetum sylvaticum,Endangered,Illinois,2687929
Running Pine,Lycopodium clavatum,Endangered,Illinois,2688393
Ground Pine,Dendrolycopodium dendroideum,Endangered,Illinois,3991500
Bog Clubmoss,Lycopodiella inundata,Endangered,Illinois,2688345
Rusty Patched Bumble Bee,Bombus affinis,Endangered,Illinois,1340481
Northern Harrier,Circus hudsonius,Endangered,Illinois,5229175
Star-flower,Trientalis borealis,Endangered,Illinois,7983163
Mining Bee,Protandrena bancrofti,Threatened,Illinois,1355477
Walsh's Anthophora,Anthophora walshii,Threatened,Illinois,5040392
Alumroot Cellophane Bee,Colletes aestivalis,Endangered,Illinois,1348728
Naked Oil-collecting Bee,Macropis nuda,Endangered,Illinois,1345897
Andrews� Cellophane Bee,Colletes andrewsi,Endangered,Illinois,1348535
Ainslie�s Epeolus,Epeolus ainsliei,Endangered,Illinois,1341930
Pickerelweed Long-nosed Bee,Melissodes apicatus,Endangered,Illinois,5040749
Interrupted Epeolus,Epeolus interruptus,Endangered,Illinois,1341873
Shadbush,Amelanchier sanguinea,Endangered,Illinois,3023840
Long Beech Fern,Phegopteris connectilis,Endangered,Illinois,2651330
Sedge,Carex cryptolepis,Threatened,Illinois,2723912
Least Bittern,Ixobrychus exilis,Threatened,Illinois,2480852
Osprey,Pandion haliaetus,Threatened,Illinois,2480726
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois,2492870
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois,2402120
