County,Scientific Name,Common Name,Status,Category,Date,Count
Lake,Beckmannia syzigachne,American Slough Grass,LE,Monocots,1971-08,1
Lake,Elymus trachycaulus,Bearded Wheat Grass,LE,Monocots,10/7/2022,7
Lake,Poa alsodes,Grove Bluegrass,LE,Monocots,1997,3
Lake,Poa saltuensis ssp. languida,Weak Bluegrass,LE,Monocots,6/19/1990,1
Lake,Potamogeton gramineus,Grass-leaved Pondweed,LT,Monocots,2013,11
Lake,Potamogeton praelongus,White-stemmed Pondweed,LE,Monocots,2012-08,8
Lake,Potamogeton robbinsii,Fern Pondweed,LE,Monocots,2009,5
Lake,Potamogeton strictifolius,Stiff Pondweed,LE,Monocots,8/4/2020,2
Lake,Carex formosa,Sedge,LE,Monocots,6/15/2021,2
Lake,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,7/27/2025,21
Lake,Juncus alpinoarticulatus,Richardson's Rush,LT,Monocots,9/3/2024,5
Lake,Utricularia subulata,Hair Bladderwort,LE,Dicots,10/15/2021,1
Lake,Fundulus diaphanus menona,Western Banded Killifish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/28/2023,14
Lake,Circus hudsonius,Northern Harrier,LE,Birds,4/15/2021,3
Lake,Trientalis borealis,Star-flower,LE,Dicots,6/8/2023,3
Lake,Carex trisperma,Three-seeded Sedge,LE,Monocots,6/16/2022,3
Lake,Cardamine pratensis var. palustris,Cuckoo Flower,LE,Dicots,5/28/1978,2
Lake,Colletes andrewsi,Andrews� Cellophane Bee,LE,Other Bees,6/16/2014,1
Lake,Epeolus ainsliei,Ainslie�s Epeolus,LE,Other Bees,8/1/2017,1
Lake,Epeolus interruptus,Interrupted Epeolus,LE,Other Bees,6/23/2020,1
Lake,Sarracenia purpurea,Pitcher Plant,LE,Dicots,1/16/2025,6
Lake,Amelanchier sanguinea,Shadbush,LE,Dicots,6/22/2010,3
Lake,Rallus elegans,King Rail,LE,Birds,7/9/2025,5
Lake,Cambarunio iris,Rainbow,LE,Freshwater Mussels,7/14/2015,1
Lake,Juniperus communis,Ground Juniper,LE,Conifers,4/30/2025,4
Lake,Carex cryptolepis,Sedge,LT,Monocots,6/11/2013,5
Lake,Ixobrychus exilis,Least Bittern,LT,Birds,7/14/2004,1
Lake,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,7/29/2012,1
Lake,Gallinula galeata,Common Gallinule,LE,Birds,8/4/2012,1
Lake,Coccyzus erythropthalmus,Black-billed Cuckoo,LT,Birds,6/17/1994,1
Lake,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,6/8/2011,1
Lake,Ichthyomyzon fossor,Northern Brook Lamprey,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/10/1975,1
Lake,Alburnops chalybaeus,Ironcolor Shiner,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/5/2020,1
Lake,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/14/2025,1
Lake,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/5/2020,1
Lake,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/5/2020,1
Lake,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,10/11/2024,1
Lake,Carex viridula,Little Green Sedge,LT,Monocots,7/2/2024,1
Lake,Eleocharis olivacea,Capitate Spikerush,LE,Monocots,8/1/1991,1
Lake,Potamogeton gramineus,Grass-leaved Pondweed,LT,Monocots,6/1/2002,1
Lake,Fundulus diaphanus menona,Western Banded Killifish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2020,1
Lawrence,Hemidactylium scutatum,Four-toed Salamander,LT,Amphibians,10/12/2023,1
Lawrence,Ixobrychus exilis,Least Bittern,LT,Birds,2015-06,2
Lawrence,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,6/5/2014,1
Lawrence,Nyctanassa violacea,Yellow-crowned Night-Heron,LE,Birds,6/5/2003,2
Lawrence,Gallinula galeata,Common Gallinule,LE,Birds,6/24/1996,1
Lawrence,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/14/1985,1
Lawrence,Phalaropus tricolor,Wilson's Phalarope,LE,Birds,5/25/2013,1
Lawrence,Coccyzus erythropthalmus,Black-billed Cuckoo,LT,Birds,1999-06,1
Lawrence,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,4/23/1998,2
Lawrence,Setophaga cerulea,Cerulean Warbler,LT,Birds,6/22/2023,2
Lawrence,Nocomis micropogon,River Chub,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/28/1964,1
Lawrence,Erimystax x-punctatus,Gravel Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",11/27/1960,1
Lawrence,Lepomis miniatus,Redspotted Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/14/1996,1
Lawrence,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1888,1
Lawrence,Ammocrypta pellucida,Eastern Sand Darter,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/5/2019,2
Lawrence,Myotis sodalis,Indiana Bat,LE,Mammals,8/1/2019,3
Lawrence,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,8/23/1988,1
Lawrence,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/28/2014,1
Lawrence,Apalone mutica,Smooth Softshell,LT,Turtles,9/4/2020,1
Lawrence,Thamnophis saurita,Eastern Ribbon Snake,LT,Reptiles,10/3/2023,4
Lawrence,Elliptio crassidens,Elephant-ear,LE,Freshwater Mussels,8/18/2011,2
Lawrence,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,8/18/2011,2
Lawrence,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,9/9/1988,1
Lawrence,Lithasia obovata,Shawnee Rocksnail,LE,Freshwater Snails,1928,1
Lawrence,Iresine rhizomatosa,Bloodleaf,LE,Dicots,9/10/2020,2
Lawrence,Silene regia,Royal Catchfly,LE,Dicots,7/10/2024,4
Lawrence,Hypericum adpressum,Shore St. John's Wort,LE,Dicots,6/15/1995,1
Lawrence,Sabatia campestris,Prairie Rose Gentian,LE,Dicots,7/18/2000,1
Lawrence,Salvia azurea var. grandiflora,Wild Blue Sage,LT,Dicots,8/29/2019,1
Lawrence,Tracaulon arifolium,Halberd-leaved Tearthumb,LE,Dicots,5/21/2012,2
Lawrence,Clematis viorna,Leatherflower,LE,Dicots,6/14/2001,1
Lawrence,Penstemon tubaeflorus,Tube Beard Tongue,LE,Dicots,5/31/2022,2
Lawrence,Styrax americanus,Storax,LT,Dicots,10/31/2022,2
Lawrence,Carex alata,Winged Sedge,LE,Monocots,5/31/2018,1
Lawrence,Carex arkansana,Arkansas Sedge,LE,Monocots,7/26/2017,1
Lawrence,Carex bromoides,Sedge,LT,Monocots,5/7/2019,2
Lawrence,Carex gigantea,Large Sedge,LE,Monocots,6/15/1995,1
Lawrence,Carex prasina,Drooping Sedge,LT,Monocots,5/8/2019,1
Lawrence,Stenanthium gramineum,Grass-leaved Lily,LT,Monocots,5/31/2022,1
Lawrence,Lycopodium clavatum,Running Pine,LE,Clubmosses,8/28/1994,1
Lawrence,Rallus elegans,King Rail,LE,Birds,5/31/2023,1
Lawrence,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,9/12/1996,1
Lee,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/11/2024,1
Lee,Apalone mutica,Smooth Softshell,LT,Turtles,10/10/2024,1
Lee,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,9/22/2005,1
Lee,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,7/21/2023,5
Lee,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,10/17/1992,1
Lee,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,7/21/2023,1
Lee,Ixobrychus exilis,Least Bittern,LT,Birds,8/14/2009,1
Lee,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,1990,1
Lee,Laterallus jamaicensis,Black Rail,LE,Birds,7/9/1997,1
Lee,Gallinula galeata,Common Gallinule,LE,Birds,7/31/2011,1
Lee,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/12/1998,1
Lee,Coccyzus erythropthalmus,Black-billed Cuckoo,LT,Birds,7/25/2007,1
Lee,Asio flammeus,Short-eared Owl,LE,Birds,2/3/2010,2
Lee,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,7/4/2005,2
Lee,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,6/15/2002,1
Lee,Ichthyomyzon fossor,Northern Brook Lamprey,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/12/1998,1
Lee,Lethenteron appendix,American Brook Lamprey,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/16/2019,1
Lee,Hybognathus hankinsoni,Brassy Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/15/1972,1
Lee,Miniellus nubilus,Ozark Minnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/8/2008,1
Lee,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/16/2008,1
Lee,Erimystax x-punctatus,Gravel Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/14/2021,2
Lee,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/16/2008,2
Lee,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,7/23/2016,4
Lee,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,11/14/2024,10
Lee,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/28/2025,7
Lee,Kinosternon flavescens,Yellow Mud Turtle,LE,Turtles,5/31/1989,2
Lee,Apalone mutica,Smooth Softshell,LT,Turtles,10/26/2009,1
Lee,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,7/15/2019,3
Lee,Tharsalea helloides,Purplish Copper,LT,Butterflies,2003,1
Lee,Argynnis aphrodite,Aphrodite Fritillary,LT,Butterflies,2017,2
Lee,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,7/23/2025,4
Lee,Cyclonaias tuberculata,Purple Wartyback,LT,Freshwater Mussels,7/12/1988,1
Lee,Asclepias lanuginosa,Wooly Milkweed,LE,Dicots,12/10/1986,2
Lee,Eurybia furcata,Forked Aster,LT,Dicots,7/30/2024,2
Lee,Betula alleghaniensis,Yellow Birch,LE,Dicots,7/10/1998,1
Lee,Silene regia,Royal Catchfly,LE,Dicots,12/4/2024,1
Lee,Hudsonia tomentosa,False Heather,LE,Dicots,8/23/1988,1
Lee,Lechea intermedia,Pinweed,LE,Dicots,8/29/2022,2
Lee,Hypericum kalmianum,Kalm's St. John's Wort,LE,Dicots,6/29/2024,1
Lee,Drosera intermedia,Narrow-leaved Sundew,LT,Dicots,10/9/1989,1
Lee,Lespedeza leptostachya,Prairie Bush Clover,LE,Dicots,7/24/2024,2
Lee,Ribes hirtellum,Northern Gooseberry,LE,Dicots,8/30/1981,1
Lee,Juglans cinerea,Butternut,LE,Dicots,1997,1
Lee,Comptonia peregrina,Sweetfern,LE,Dicots,7/25/1954,1
Lee,Orobanche ludoviciana,Broomrape,LT,Dicots,9/29/2025,4
Lee,Polygala incarnata,Pink Milkwort,LE,Dicots,7/17/2023,1
Lee,Filipendula rubra,Queen-of-the-prairie,LT,Dicots,6/8/2024,3
Lee,Rubus setosus,Bristly Blackberry,LT,Dicots,7/1/1999,1
Lee,Synthyris bullii,Kittentails,LT,Dicots,4/26/2025,3
Lee,Castilleja sessiliflora,Downy Yellow Painted Cup,LE,Dicots,6/25/2024,1
Lee,Erythranthe geyeri,Yellow Monkey Flower,LE,Dicots,6/13/2023,1
Lee,Penstemon grandiflorus,Large-flowered Beard Tongue,LE,Dicots,8/11/2022,1
Lee,Carex crawfordii,Sedge,LE,Monocots,2020,1
Lee,Carex debilis,White-edge Sedge,LE,Monocots,2017,1
Lee,Scleria pauciflora,Carolina Whipgrass,LE,Monocots,8/27/1969,2
Lee,Scleria muhlenbergii,Muhlenberg's Nut Rush,LE,Monocots,7/27/1991,1
Lee,Calopogon tuberosus,Grass Pink Orchid,LE,Monocots,10/9/1989,1
Lee,Platanthera clavellata,Wood Orchid,LE,Monocots,7/6/2001,2
Lee,Platanthera flava,Tubercled Orchid,LT,Monocots,6/24/2019,4
Lee,Platanthera leucophaea,Eastern Prairie Fringed Orchid,LE,Monocots,7/7/2024,1
Lee,Sparganium americanum,American Bur-reed,LE,Monocots,10/5/2004,1
Lee,Sparganium emersum,Green-fruited Bur-reed,LE,Monocots,8/2/2023,1
Lee,Woodsia ilvensis,Rusty Woodsia,LE,Leptosporangiate Ferns,2020,1
Lee,Lycopodiella inundata,Bog Clubmoss,LE,Clubmosses,7/6/2001,2
Lee,Botrychium simplex,Dwarf Grape Fern,LE,"Adder's-tongues, Grapeferns, and Moonworts",1971,1
Lee,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,8/16/2023,4
Lee,Circus hudsonius,Northern Harrier,LE,Birds,12/16/2012,2
Lee,Andrena quintilis,Eastern Scaly Miner Bee,LE,Other Bees,6/13/2022,2
Lee,Protandrena bancrofti,Mining Bee,LT,Other Bees,7/14/2021,1
Lee,Anthophora walshii,Walsh's Anthophora,LT,Digger Bees,7/24/2015,1
Lee,Colletes aestivalis,Alumroot Cellophane Bee,LE,Other Bees,6/13/2022,1
Lee,Nomia nortoni,Norton's Nomia,LT,Sweat Bees (in part),9/18/2018,1
Lee,Macropis nuda,Naked Oil-collecting Bee,LE,Oil-collecting Bees,7/7/2021,1
Lee,Colletes andrewsi,Andrews� Cellophane Bee,LE,Other Bees,6/11/2019,1
Lee,Epeolus ainsliei,Ainslie�s Epeolus,LE,Other Bees,7/13/2021,1
Lee,Epeolus interruptus,Interrupted Epeolus,LE,Other Bees,6/22/2021,1
Lee,Botrychium matricariifolium,Daisyleaf Grape Fern,LE,"Adder's-tongues, Grapeferns, and Moonworts",7/30/2014,1
Lee,Dieunomia nevadensis bakeri,Baker�s Nomia,LT,Sweat Bees (in part),8/10/2018,1
Lewis,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,7/21/2015,1
Lewis,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,8/25/1986,1
Lewis,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,8/25/1986,1
Lincoln,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2003,1
Lincoln,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",5/24/2002,2
Lincoln,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,1988,1
Lincoln,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,1999-11,1
Livingston,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/22/2005,2
Livingston,Asio flammeus,Short-eared Owl,LE,Birds,2/25/2016,1
Livingston,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/26/2019,4
Livingston,Moxostoma valenciennesi,Greater Redhorse,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/11/2014,9
Livingston,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,7/19/2011,3
Livingston,Poliocitellus franklinii,Franklin's Ground Squirrel,LT,Mammals,9/24/1976,1
Livingston,Papaipema eryngii,Eryngium Stem Borer,LT,Papaipema Moths,7/2/2019,1
Livingston,Eurynia dilatata,Spike,LE,Freshwater Mussels,7/24/2012,2
Livingston,Apalone mutica,Smooth Softshell,LT,Turtles,8/17/2016,1
Livingston,Faxonius placidus,Bigclaw Crayfish,LE,Crayfishes,11/2/2022,1
Livingston,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,9/9/1998,1
Livingston,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,9/9/1998,2
Livingston,Phaeophyscia leana,Lea's Bog Lichen,LT,Lichens,1/14/1997,1
Livingston,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,9/9/1998,1
Logan,Pseudacris illinoensis,Illinois Chorus Frog,LT,Amphibians,3/18/2010,3
Logan,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/25/2016,1
Logan,Lethenteron appendix,American Brook Lamprey,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/14/1997,3
Logan,Myotis sodalis,Indiana Bat,LE,Mammals,8/22/2023,1
Logan,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/10/1988,1
Logan,Apalone mutica,Smooth Softshell,LT,Turtles,7/16/2022,1
Logan,Salvia azurea var. grandiflora,Wild Blue Sage,LT,Dicots,9/16/2024,1
Logan,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,9/6/1997,1
Louisa,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/11/1976,1
Louisa,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,1988,1
Louisa,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,9/3/2021,3
Louisa,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,9/19/1979,1
Louisa,Lampsilis higginsii,Higgins Eye,LE,Freshwater Mussels,9/3/2021,3
Louisa,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,9/1/1979,1
Louisa,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,9/1/1979,1
Macon,Bartramia longicauda,Upland Sandpiper,LE,Birds,1998-08,1
Macon,Thryomanes bewickii,Bewick's Wren,LE,Birds,7/20/1991,1
Macon,Clonophis kirtlandii,Kirtland's Snake,LT,Reptiles,4/30/2024,5
Macon,Delphinium carolinianum,Hill Prairie Larkspur,LE,Dicots,6/15/1940,1
Macon,Camassia angusta,Wild Hyacinth,LE,Monocots,6/5/2025,1
Macon,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,7/4/2013,1
Macoupin,Myotis sodalis,Indiana Bat,LE,Mammals,7/19/2023,2
Macoupin,Poliocitellus franklinii,Franklin's Ground Squirrel,LT,Mammals,8/15/2009,1
Macoupin,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/1/2022,6
Macoupin,Clonophis kirtlandii,Kirtland's Snake,LT,Reptiles,10/20/2016,1
Macoupin,Silene regia,Royal Catchfly,LE,Dicots,8/27/2025,2
Macoupin,Astragalus crassicarpus var. trichocalyx,Large Ground Plum,LE,Dicots,4/24/2025,3
Macoupin,Ranunculus harveyi,Harvey's Buttercup,LT,Dicots,4/18/2012,1
Macoupin,Sisyrinchium atlanticum,Eastern Blue-eyed Grass,LE,Monocots,5/12/1997,2
Macoupin,Melanthium virginicum,Virginia Bunchflower,LE,Monocots,6/30/2022,2
Macoupin,Trillium viride,Green Trillium,LE,Monocots,11/8/2000,1
Madison,Pseudacris illinoensis,Illinois Chorus Frog,LT,Amphibians,4/6/2025,1
Madison,Ixobrychus exilis,Least Bittern,LT,Birds,6/25/2015,2
Madison,Egretta caerulea,Little Blue Heron,LE,Birds,7/27/2020,2
Madison,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,5/27/1992,1
Madison,Nyctanassa violacea,Yellow-crowned Night-Heron,LE,Birds,6/30/2019,1
Madison,Pandion haliaetus,Osprey,LT,Birds,6/21/2021,1
Madison,Gallinula galeata,Common Gallinule,LE,Birds,9/14/2021,2
Madison,Sternula antillarum,Least Tern,LE,Birds,7/17/2025,1
Madison,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,7/17/1992,1
Madison,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",5/4/2015,2
Madison,Scaphirhynchus albus,Pallid Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",5/6/2015,2
Madison,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/18/1997,1
Madison,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/13/2005,1
Madison,Myotis sodalis,Indiana Bat,LE,Mammals,2/11/2015,1
Madison,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,2/2/2016,1
Madison,Terrapene ornata,Ornate Box Turtle,LT,Turtles,2024-FA,3
Madison,Tropidoclonion lineatum,Lined Snake,LT,Reptiles,9/10/2025,4
Madison,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,9/28/1998,1
Madison,Sistrurus catenatus,Eastern Massasauga,LE,Reptiles,5/12/2001,1
Madison,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,12/4/2008,1
Madison,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,9/9/2025,3
Madison,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,6/15/1991,1
Madison,Boltonia decurrens,Decurrent False Aster,LT,Dicots,9/19/2025,2
Madison,Silene regia,Royal Catchfly,LE,Dicots,7/21/2022,2
Madison,Tradescantia bracteata,Prairie Spiderwort,LE,Monocots,11/13/2002,1
Madison,Trillium viride,Green Trillium,LE,Monocots,5/1/2024,1
Madison,Spiranthes vernalis,Spring Ladies' Tresses,LE,Monocots,7/21/2022,1
Madison,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,6/7/1989,1
Madison,Buchnera americana,Blue Hearts,LT,Dicots,8/8/1993,1
Marion,Ixobrychus exilis,Least Bittern,LT,Birds,2022-06,1
Marion,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,6/4/2012,1
Marion,Nyctanassa violacea,Yellow-crowned Night-Heron,LE,Birds,6/15/2007,1
Marion,Tympanuchus cupido,Greater Prairie-Chicken,LE,Birds,2018,2
Marion,Laterallus jamaicensis,Black Rail,LE,Birds,7/19/2009,1
Marion,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/7/2011,2
Marion,Asio flammeus,Short-eared Owl,LE,Birds,1/19/2016,2
Marion,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,6/3/2023,1
Marion,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,6/4/2021,6
Marion,Myotis sodalis,Indiana Bat,LE,Mammals,7/4/2016,2
Marion,Terrapene ornata,Ornate Box Turtle,LT,Turtles,2/23/2023,2
Marion,Papaipema eryngii,Eryngium Stem Borer,LT,Papaipema Moths,6/27/2025,3
Marion,Silene regia,Royal Catchfly,LE,Dicots,5/14/2015,2
Marion,Sabatia campestris,Prairie Rose Gentian,LE,Dicots,7/25/2025,5
Marion,Cypripedium parviflorum,Small Yellow Lady's Slipper,LE,Monocots,5/16/1967,1
Marion,Spiranthes vernalis,Spring Ladies' Tresses,LE,Monocots,6/27/2025,1
Marion,Circus hudsonius,Northern Harrier,LE,Birds,6/4/2020,2
Marion,Rallus elegans,King Rail,LE,Birds,6/11/2022,1
Marion,Hybognathus hayi,Cypress Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/16/2004,1
Marion,Myotis sodalis,Indiana Bat,LE,Mammals,6/15/2024,1
Marion,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,9/6/1996,1
Marion,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,8/24/2018,2
Marion,Elliptio crassidens,Elephant-ear,LE,Freshwater Mussels,6/18/1987,1
Marion,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,10/6/2008,1
Marion,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,8/17/2018,2
Marshall,Pandion haliaetus,Osprey,LT,Birds,5/7/2025,1
Marshall,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2014,1
Marshall,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/2/2020,3
Marshall,Myotis sodalis,Indiana Bat,LE,Mammals,5/3/2011,4
Marshall,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,7/25/2002,2
Marshall,Canis lupus,Gray/Timber Wolf,LE,Mammals,12/29/2002,1
Marshall,Boltonia decurrens,Decurrent False Aster,LT,Dicots,10/17/2024,3
Marshall,Nothocalais cuspidata,Prairie Dandelion,LE,Dicots,5/11/1999,1
Marshall,Viburnum molle,Arrowwood,LT,Dicots,8/28/2014,2
Marshall,Penstemon tubaeflorus,Tube Beard Tongue,LE,Dicots,6/22/2025,1
Mason,Pseudacris illinoensis,Illinois Chorus Frog,LT,Amphibians,2025,49
Mason,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,7/22/2008,2
Mason,Pandion haliaetus,Osprey,LT,Birds,2017,1
Mason,Gallinula galeata,Common Gallinule,LE,Birds,8/21/2011,1
Mason,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,6/8/1998,1
Mason,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,7/1/2004,2
Mason,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,1994-06,1
Mason,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/15/1966,1
Mason,Alburnops chalybaeus,Ironcolor Shiner,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/19/2023,9
Mason,Erimystax x-punctatus,Gravel Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/19/2000,1
Mason,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/27/2017,3
Mason,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1966,2
Mason,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/13/2023,6
Mason,Lepomis miniatus,Redspotted Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/14/2020,3
Mason,Myotis sodalis,Indiana Bat,LE,Mammals,6/27/2024,1
Mason,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/15/2022,2
Mason,Macrochelys temminckii,Alligator Snapping Turtle,LE,Turtles,1961-pre,1
Mason,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,6/29/2017,2
Mason,Terrapene ornata,Ornate Box Turtle,LT,Turtles,4/29/2024,6
Mason,Kinosternon flavescens,Yellow Mud Turtle,LE,Turtles,7/16/2024,4
Mason,Apalone mutica,Smooth Softshell,LT,Turtles,7/8/2021,4
Mason,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,2022-08,5
Mason,Hesperia metea,Cobweb Skipper,LE,Butterflies,7/23/1985,1
Mason,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,6/16/2025,6
Mason,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,9/5/2025,1
Mason,Boltonia decurrens,Decurrent False Aster,LT,Dicots,10/21/2024,5
