County,Scientific Name,Common Name,Class,Order,Family,Federal Status,State Status,SGCN,Most Recent Observation Year
Mercer,Obovaria retusa,Ring Pink,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Mercer,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,2025
Mercer,Mustela nivalis,Least Weasel,Mammalia,Carnivora,Mustelidae,N,S,Yes,2016
Mercer,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2025
Mercer,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2019
Mercer,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2021
Mercer,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2014
Metcalfe,Vexillichthys atripinnis,Blackfin Sucker,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2016
Metcalfe,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,2016
Metcalfe,Nothonotus maculatus,Spotted Darter,Actinopterygii,Perciformes,Percidae,N,T,Yes,2016
Metcalfe,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2020
Metcalfe,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2019
Metcalfe,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2000
Metcalfe,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2011
Metcalfe,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2010
Metcalfe,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,1996
Metcalfe,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2010
Metcalfe,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1992
Metcalfe,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2025
Metcalfe,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,2025
Metcalfe,Leaunio ortmanni,Kentucky Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1992
Metcalfe,Simpsonaias ambigua,Salamander Mussel,Bivalvia,Unionoida,Unionidae,N,T,Yes,1992
Metcalfe,Barbicambarus cornutus,Bottlebrush Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2014
Metcalfe,Lacunicambarus chimera,Crawzilla Crawdad,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2001
Metcalfe,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2024
Metcalfe,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,1990
Metcalfe,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2006
Metcalfe,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2024
Monroe,Vexillichthys atripinnis,Blackfin Sucker,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2024
Monroe,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Monroe,Nothonotus maculatus,Spotted Darter,Actinopterygii,Perciformes,Percidae,N,T,Yes,1986
Monroe,Percina macrocephala,Longhead Darter,Actinopterygii,Perciformes,Percidae,N,E,Yes,1986
Monroe,Noturus exilis,Slender Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,E,Yes,1961
Monroe,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2012
Monroe,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2008
Monroe,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,1985
Monroe,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2005
Monroe,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2015
Monroe,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2010
Monroe,Chondestes grammacus,Lark Sparrow,Aves,Passeriformes,Passerellidae,N,S,No,1996
Monroe,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2003
Monroe,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Monroe,Dromus dromas,Dromedary Pearlymussel,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Monroe,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,1910
Monroe,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1910
Monroe,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1910
Monroe,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,1910
Monroe,Obovaria retusa,Ring Pink,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Monroe,Plethobasus cyphyus,Sheepnose,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Monroe,Pleurobema plenum,Rough Pigtoe,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Monroe,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,1989
Monroe,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,1910
Monroe,Barbicambarus cornutus,Bottlebrush Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2014
Monroe,Cambarus friaufi,Hairy Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2003
Monroe,Faxonius durelli,Saddle Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,No,2003
Monroe,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2018
Monroe,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2006
Monroe,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2014
Monroe,Lethenteron appendix,American Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,2017
Monroe,Plestiodon anthracinus,Coal Skink,Reptilia,Squamata,Scincidae,N,E,Yes,2009
Montgomery,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2010
Montgomery,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Montgomery,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2010
Montgomery,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2011
Montgomery,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2010
Montgomery,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2010
Montgomery,Thryomanes bewickii,Bewick's Wren,Aves,Passeriformes,Troglodytidae,N,H,Yes,2002
Montgomery,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,1982
Montgomery,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2011
Montgomery,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1993
Montgomery,Anodontoides ferussacianus,Cylindrical Papershell,Bivalvia,Unionoida,Unionidae,N,S,Yes,1983
Montgomery,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,1983
Montgomery,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1983
Montgomery,Leaunio vanuxemensis,Mountain Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1993
Montgomery,Cambarus hazardi,Brawny Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2006
Montgomery,Spilogale putorius,Eastern Spotted Skunk,Mammalia,Carnivora,Mephitidae,N,S,Yes,2017
Montgomery,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,1983
Montgomery,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2002
Montgomery,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2014
Morgan,Noturus stigmosus,Northern Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,S,Yes,1986
Morgan,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,1999
Morgan,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,1999
Morgan,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Morgan,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2006
Morgan,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2013
Morgan,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2022
Morgan,Corvus corax,Common Raven,Aves,Passeriformes,Corvidae,N,T,Yes,2017
Morgan,Setophaga fusca,Blackburnian Warbler,Aves,Passeriformes,Parulidae,N,T,No,2022
Morgan,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2023
Morgan,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,1996
Morgan,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2001
Morgan,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2022
Morgan,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes,Troglodytidae,N,S,Yes,1996
Morgan,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2023
Morgan,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2013
Morgan,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,2018
Morgan,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,2000
Morgan,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1971
Morgan,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1966
Morgan,Cambarus hazardi,Brawny Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2012
Morgan,Spilogale putorius,Eastern Spotted Skunk,Mammalia,Carnivora,Mephitidae,N,S,Yes,2017
Morgan,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2025
Morgan,Corynorhinus townsendii virginianus,Virginia Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2022
Morgan,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2025
Morgan,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2021
Morgan,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2007
Morgan,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,1991
Morgan,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2025
Morgan,Lethenteron appendix,American Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,2009
Muhlenberg,Lepomis miniatus,Redspotted Sunfish,Actinopterygii,Centrarchiformes,Centrarchidae,N,T,Yes,2008
Muhlenberg,Erimyzon sucetta,Lake Chubsucker,Actinopterygii,Cypriniformes,Catostomidae,N,T,Yes,1980
Muhlenberg,Ictiobus niger,Black Buffalo,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2019
Muhlenberg,Hybognathus hayi,Cypress Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,E,Yes,1986
Muhlenberg,Etheostoma tecumsehi,Shawnee Darter,Actinopterygii,Perciformes,Percidae,N,S,Yes,2013
Muhlenberg,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,1990
Muhlenberg,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2014
Muhlenberg,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2014
Muhlenberg,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2023
Muhlenberg,Ictinia mississippiensis,Mississippi Kite,Aves,Accipitriformes,Accipitridae,N,S,No,2015
Muhlenberg,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2020
Muhlenberg,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2014
Muhlenberg,Spatula clypeata,Northern Shoveler,Aves,Anseriformes,Anatidae,N,E,No,2018
Muhlenberg,Spatula discors,Blue-winged Teal,Aves,Anseriformes,Anatidae,N,T,No,2018
Muhlenberg,Sternula antillarum athalassos,Interior Least Tern,Aves,Charadriiformes,Laridae,N,E,Yes,2006
Muhlenberg,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2014
Muhlenberg,Bartramia longicauda,Upland Sandpiper,Aves,Charadriiformes,Scolopacidae,N,H,Yes,2003
Muhlenberg,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2023
Muhlenberg,Fulica americana,American Coot,Aves,Gruiformes,Rallidae,N,E,No,2018
Muhlenberg,Gallinula galeata,Common Gallinule,Aves,Gruiformes,Rallidae,N,T,Yes,2015
Muhlenberg,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2007
Muhlenberg,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2007
Muhlenberg,Riparia riparia,Bank Swallow,Aves,Passeriformes,Hirundinidae,N,S,Yes,2014
Muhlenberg,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2003
Muhlenberg,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2014
Muhlenberg,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2014
Muhlenberg,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2020
Muhlenberg,Chondestes grammacus,Lark Sparrow,Aves,Passeriformes,Passerellidae,N,S,No,2003
Muhlenberg,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2007
Muhlenberg,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Muhlenberg,Pooecetes gramineus,Vesper Sparrow,Aves,Passeriformes,Passerellidae,N,E,No,2006
Muhlenberg,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2007
Muhlenberg,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes,Troglodytidae,N,S,Yes,2006
Muhlenberg,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2014
Muhlenberg,Vireo bellii,Bell's Vireo,Aves,Passeriformes,Vireonidae,N,S,Yes,2020
Muhlenberg,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2018
Muhlenberg,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2018
Muhlenberg,Bubulcus ibis,Cattle Egret,Aves,Pelecaniformes,Ardeidae,N,S,No,2018
Muhlenberg,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2006
Muhlenberg,Egretta thula,Snowy Egret,Aves,Pelecaniformes,Ardeidae,N,E,No,2007
Muhlenberg,Ixobrychus exilis,Least Bittern,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2018
Muhlenberg,Nyctanassa violacea,Yellow-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,1996
Muhlenberg,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2011
Muhlenberg,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2016
Muhlenberg,Asio flammeus,Short-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2013
Muhlenberg,Asio otus,Long-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2012
Muhlenberg,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Muhlenberg,Phalacrocorax auritus,Double-crested Cormorant,Aves,Suliformes,Phalacrocoracidae,N,S,No,2012
Muhlenberg,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2001
Muhlenberg,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2018
Muhlenberg,Epioblasma obliquata,Catspaw,Bivalvia,Unionoida,Unionidae,E,E,Yes,1927
Muhlenberg,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2018
Muhlenberg,Lampsilis abrupta,Pink Mucket,Bivalvia,Unionoida,Unionidae,E,E,Yes,2018
Muhlenberg,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1965
Muhlenberg,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1993
Muhlenberg,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2018
Muhlenberg,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,2001
Muhlenberg,Pleurobema clava,Clubshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1992
Muhlenberg,Pleurobema plenum,Rough Pigtoe,Bivalvia,Unionoida,Unionidae,E,E,Yes,1965
Muhlenberg,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,2018
Muhlenberg,Simpsonaias ambigua,Salamander Mussel,Bivalvia,Unionoida,Unionidae,N,T,Yes,2001
Muhlenberg,Faxonius rafinesquei,Rough River Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2005
Muhlenberg,Lacunicambarus chimera,Crawzilla Crawdad,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2018
Muhlenberg,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2020
Muhlenberg,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2020
Muhlenberg,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2020
Muhlenberg,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2024
Muhlenberg,Ichthyomyzon castaneus,Chestnut Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,S,Yes,1963
Muhlenberg,Nerodia erythrogaster neglecta,Copperbelly Watersnake,Reptilia,Squamata,Colubridae,T,T,Yes,2020
Muhlenberg,Thamnophis saurita saurita,Eastern Ribbonsnake,Reptilia,Squamata,Colubridae,N,S,Yes,2022
Muhlenberg,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,Squamata,Teiidae,N,S,Yes,2023
Nelson,Noturus stigmosus,Northern Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,S,Yes,2023
Nelson,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2024
Nelson,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2013
Nelson,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2014
Nelson,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Nelson,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2004
Nelson,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2009
Nelson,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2004
Nelson,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2005
Nelson,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2014
Nelson,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2012
Nelson,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Nelson,Pooecetes gramineus,Vesper Sparrow,Aves,Passeriformes,Passerellidae,N,E,No,2005
Nelson,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2012
Nelson,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes,Troglodytidae,N,S,Yes,2006
Nelson,Thryomanes bewickii,Bewick's Wren,Aves,Passeriformes,Troglodytidae,N,H,Yes,1953
Nelson,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2013
Nelson,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2006
Nelson,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Nelson,Asio flammeus,Short-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2008
Nelson,Asio otus,Long-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,1983
Nelson,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Nelson,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,2020
Nelson,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2023
Nelson,Epioblasma rangiana,Northern Riffleshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2015
Nelson,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,2021
Nelson,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2023
Nelson,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2004
Nelson,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,2018
Nelson,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2018
Nelson,Obovaria retusa,Ring Pink,Bivalvia,Unionoida,Unionidae,E,E,Yes,2020
Nelson,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,2020
Nelson,Pleurobema clava,Clubshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2022
Nelson,Pleurobema plenum,Rough Pigtoe,Bivalvia,Unionoida,Unionidae,E,E,Yes,2022
Nelson,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,2022
Nelson,Simpsonaias ambigua,Salamander Mussel,Bivalvia,Unionoida,Unionidae,N,T,Yes,2013
Nelson,Toxolasma lividum,Purple Lilliput,Bivalvia,Unionoida,Unionidae,N,E,Yes,2022
Nelson,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2025
Nelson,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2018
Nelson,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2013
Nelson,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2020
Nelson,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2013
Nicholas,Lota lota,Burbot,Actinopterygii,Gadiformes,Gadidae,N,S,Yes,1986
Nicholas,Noturus stigmosus,Northern Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,S,Yes,2019
Nicholas,Lithobates pipiens,Northern Leopard Frog,Amphibia,Anura,Ranidae,N,S,Yes,1936
Nicholas,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2024
Nicholas,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2010
Nicholas,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,1998
Nicholas,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Nicholas,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2008
Nicholas,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2008
Nicholas,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,1996
Nicholas,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2004
Nicholas,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2012
Nicholas,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2004
Nicholas,Asio flammeus,Short-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2014
Nicholas,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2016
Nicholas,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1991
Nicholas,Anodontoides ferussacianus,Cylindrical Papershell,Bivalvia,Unionoida,Unionidae,N,S,Yes,1983
Nicholas,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2023
Nicholas,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
Nicholas,Epioblasma obliquata,Catspaw,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Nicholas,Epioblasma rangiana,Northern Riffleshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Nicholas,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Nicholas,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2025
Nicholas,Lampsilis abrupta,Pink Mucket,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Nicholas,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
